"League";"SeasonFrom";"SeasonTo";"date";"matchday";"day";"Home";"Guest";"Goals90Home";"Goals90Guest";"Goals45Home";"Goals45Guest"
"BL";2010;2011;2011-05-07;33;"Saturday";"Nuernberg";"Hoffenheim";1;2;1;1
"BL";2010;2011;2011-05-07;33;"Saturday";"St. Pauli";"Bayern";1;8;0;2
"BL";2010;2011;2011-05-14;34;"Saturday";"Bayern";"Stuttgart";2;1;1;1
"BL";2010;2011;2011-05-14;34;"Saturday";"Hoffenheim";"Wolfsburg";1;3;0;0
"BL";2010;2011;2011-05-14;34;"Saturday";"Hannover";"Nuernberg";3;1;1;1
"BL";2010;2011;2011-05-14;34;"Saturday";"Dortmund";"Frankfurt";3;1;0;0
"BL";2010;2011;2011-05-14;34;"Saturday";"HSV";"Gladbach";1;1;0;1
"BL";2010;2011;2011-05-14;34;"Saturday";"Mainz";"St. Pauli";2;1;0;1
"BL";2010;2011;2011-05-14;34;"Saturday";"Koeln";"Schalke";2;1;1;0
"BL";2010;2011;2011-05-14;34;"Saturday";"Freiburg";"Leverkusen";0;1;0;1
"BL";2010;2011;2011-05-14;34;"Saturday";"K'lautern";"Bremen";3;2;3;1
"BL";2011;2012;2011-08-05;1;"Friday";"Dortmund";"HSV";3;1;2;0
"BL";2011;2012;2011-08-06;1;"Saturday";"Bremen";"K'lautern";2;0;0;0
"BL";2011;2012;2011-08-06;1;"Saturday";"Hannover";"Hoffenheim";2;1;2;1
"BL";2011;2012;2011-08-06;1;"Saturday";"Stuttgart";"Schalke";3;0;1;0
"BL";2011;2012;2011-08-06;1;"Saturday";"Koeln";"Wolfsburg";0;3;0;1
"BL";2011;2012;2011-08-06;1;"Saturday";"Augsburg";"Freiburg";2;2;0;0
"BL";2011;2012;2011-08-06;1;"Saturday";"Hertha";"Nuernberg";0;1;0;0
"BL";2011;2012;2011-08-07;1;"Sunday";"Mainz";"Leverkusen";2;0;1;0
"BL";2011;2012;2011-08-07;1;"Sunday";"Bayern";"Gladbach";0;1;0;0
"BL";2011;2012;2011-08-13;2;"Saturday";"HSV";"Hertha";2;2;1;1
"BL";2011;2012;2011-08-13;2;"Saturday";"Nuernberg";"Hannover";1;2;0;2
"BL";2011;2012;2011-08-13;2;"Saturday";"Freiburg";"Mainz";1;2;0;0
"BL";2011;2012;2011-08-13;2;"Saturday";"Hoffenheim";"Dortmund";1;0;1;0
"BL";2011;2012;2011-08-13;2;"Saturday";"Wolfsburg";"Bayern";0;1;0;0
"BL";2011;2012;2011-08-13;2;"Saturday";"Schalke";"Koeln";5;1;1;1
"BL";2011;2012;2011-08-13;2;"Saturday";"Gladbach";"Stuttgart";1;1;0;0
"BL";2011;2012;2011-08-14;2;"Sunday";"K'lautern";"Augsburg";1;1;0;1
"BL";2011;2012;2011-08-14;2;"Sunday";"Leverkusen";"Bremen";1;0;0;0
"BL";2011;2012;2011-08-19;3;"Friday";"Gladbach";"Wolfsburg";4;1;3;1
"BL";2011;2012;2011-08-20;3;"Saturday";"Dortmund";"Nuernberg";2;0;0;0
"BL";2011;2012;2011-08-20;3;"Saturday";"Bayern";"HSV";5;0;3;0
"BL";2011;2012;2011-08-20;3;"Saturday";"Bremen";"Freiburg";5;3;2;1
"BL";2011;2012;2011-08-20;3;"Saturday";"Stuttgart";"Leverkusen";0;1;0;1
"BL";2011;2012;2011-08-20;3;"Saturday";"Augsburg";"Hoffenheim";0;2;0;1
"BL";2011;2012;2011-08-20;3;"Saturday";"Koeln";"K'lautern";1;1;1;1
"BL";2011;2012;2011-08-21;3;"Sunday";"Mainz";"Schalke";2;4;2;0
"BL";2011;2012;2011-08-21;3;"Sunday";"Hannover";"Hertha";1;1;1;0
"BL";2011;2012;2011-08-26;4;"Friday";"Hertha";"Stuttgart";1;0;0;0
"BL";2011;2012;2011-08-27;4;"Saturday";"HSV";"Koeln";3;4;1;1
"BL";2011;2012;2011-08-27;4;"Saturday";"Nuernberg";"Augsburg";1;0;0;0
"BL";2011;2012;2011-08-27;4;"Saturday";"Freiburg";"Wolfsburg";3;0;2;0
"BL";2011;2012;2011-08-27;4;"Saturday";"K'lautern";"Bayern";0;3;0;1
"BL";2011;2012;2011-08-27;4;"Saturday";"Hoffenheim";"Bremen";1;2;1;1
"BL";2011;2012;2011-08-27;4;"Saturday";"Leverkusen";"Dortmund";0;0;0;0
"BL";2011;2012;2011-08-28;4;"Sunday";"Hannover";"Mainz";1;1;1;1
"BL";2011;2012;2011-08-28;4;"Sunday";"Schalke";"Gladbach";1;0;0;0
"BL";2011;2012;2011-09-09;5;"Friday";"Augsburg";"Leverkusen";1;4;1;2
"BL";2011;2012;2011-09-10;5;"Saturday";"Dortmund";"Hertha";1;2;0;0
"BL";2011;2012;2011-09-10;5;"Saturday";"Bayern";"Freiburg";7;0;3;0
"BL";2011;2012;2011-09-10;5;"Saturday";"Mainz";"Hoffenheim";0;4;0;2
"BL";2011;2012;2011-09-10;5;"Saturday";"Stuttgart";"Hannover";3;0;1;0
"BL";2011;2012;2011-09-10;5;"Saturday";"Gladbach";"K'lautern";1;0;0;0
"BL";2011;2012;2011-09-10;5;"Saturday";"Bremen";"HSV";2;0;0;0
"BL";2011;2012;2011-09-11;5;"Sunday";"Koeln";"Nuernberg";1;2;1;2
"BL";2011;2012;2011-09-11;5;"Sunday";"Wolfsburg";"Schalke";2;1;1;1
"BL";2011;2012;2011-09-16;6;"Friday";"Freiburg";"Stuttgart";1;2;0;1
"BL";2011;2012;2011-09-17;6;"Saturday";"Leverkusen";"Koeln";1;4;0;1
"BL";2011;2012;2011-09-17;6;"Saturday";"HSV";"Gladbach";0;1;0;0
"BL";2011;2012;2011-09-17;6;"Saturday";"Nuernberg";"Bremen";1;1;0;1
"BL";2011;2012;2011-09-17;6;"Saturday";"Hoffenheim";"Wolfsburg";3;1;2;0
"BL";2011;2012;2011-09-17;6;"Saturday";"Hertha";"Augsburg";2;2;0;1
"BL";2011;2012;2011-09-17;6;"Saturday";"K'lautern";"Mainz";3;1;1;1
"BL";2011;2012;2011-09-18;6;"Sunday";"Hannover";"Dortmund";2;1;0;0
"BL";2011;2012;2011-09-18;6;"Sunday";"Schalke";"Bayern";0;2;0;1
"BL";2011;2012;2011-09-23;7;"Friday";"Stuttgart";"HSV";1;2;1;0
"BL";2011;2012;2011-09-24;7;"Saturday";"Schalke";"Freiburg";4;2;1;1
"BL";2011;2012;2011-09-24;7;"Saturday";"Mainz";"Dortmund";1;2;1;0
"BL";2011;2012;2011-09-24;7;"Saturday";"Wolfsburg";"K'lautern";1;0;0;0
"BL";2011;2012;2011-09-24;7;"Saturday";"Gladbach";"Nuernberg";1;0;0;0
"BL";2011;2012;2011-09-24;7;"Saturday";"Augsburg";"Hannover";0;0;0;0
"BL";2011;2012;2011-09-24;7;"Saturday";"Bayern";"Leverkusen";3;0;2;0
"BL";2011;2012;2011-09-25;7;"Sunday";"Koeln";"Hoffenheim";2;0;1;0
"BL";2011;2012;2011-09-25;7;"Sunday";"Bremen";"Hertha";2;1;1;1
"BL";2011;2012;2011-09-30;8;"Friday";"K'lautern";"Stuttgart";0;2;0;0
"BL";2011;2012;2011-10-01;8;"Saturday";"Dortmund";"Augsburg";4;0;2;0
"BL";2011;2012;2011-10-01;8;"Saturday";"Leverkusen";"Wolfsburg";3;1;1;0
"BL";2011;2012;2011-10-01;8;"Saturday";"Nuernberg";"Mainz";3;3;2;2
"BL";2011;2012;2011-10-01;8;"Saturday";"Freiburg";"Gladbach";1;0;1;0
"BL";2011;2012;2011-10-01;8;"Saturday";"Hoffenheim";"Bayern";0;0;0;0
"BL";2011;2012;2011-10-01;8;"Saturday";"Hertha";"Koeln";3;0;3;0
"BL";2011;2012;2011-10-02;8;"Sunday";"Hannover";"Bremen";3;2;2;1
"BL";2011;2012;2011-10-02;8;"Sunday";"HSV";"Schalke";1;2;1;1
"BL";2011;2012;2011-10-14;9;"Friday";"Bremen";"Dortmund";0;2;0;1
"BL";2011;2012;2011-10-15;9;"Saturday";"Bayern";"Hertha";4;0;3;0
"BL";2011;2012;2011-10-15;9;"Saturday";"Mainz";"Augsburg";0;1;0;0
"BL";2011;2012;2011-10-15;9;"Saturday";"Stuttgart";"Hoffenheim";2;0;0;0
"BL";2011;2012;2011-10-15;9;"Saturday";"Wolfsburg";"Nuernberg";2;1;1;0
"BL";2011;2012;2011-10-15;9;"Saturday";"Gladbach";"Leverkusen";2;2;0;1
"BL";2011;2012;2011-10-15;9;"Saturday";"Schalke";"K'lautern";1;2;0;1
"BL";2011;2012;2011-10-16;9;"Sunday";"Freiburg";"HSV";1;2;0;1
"BL";2011;2012;2011-10-16;9;"Sunday";"Koeln";"Hannover";2;0;1;0
"BL";2011;2012;2011-10-21;10;"Friday";"Augsburg";"Bremen";1;1;0;0
"BL";2011;2012;2011-10-22;10;"Saturday";"Dortmund";"Koeln";5;0;3;0
"BL";2011;2012;2011-10-22;10;"Saturday";"Nuernberg";"Stuttgart";2;2;1;0
"BL";2011;2012;2011-10-22;10;"Saturday";"K'lautern";"Freiburg";1;0;0;0
"BL";2011;2012;2011-10-22;10;"Saturday";"Hoffenheim";"Gladbach";1;0;0;0
"BL";2011;2012;2011-10-22;10;"Saturday";"Hertha";"Mainz";0;0;0;0
"BL";2011;2012;2011-10-22;10;"Saturday";"HSV";"Wolfsburg";1;1;0;1
"BL";2011;2012;2011-10-23;10;"Sunday";"Leverkusen";"Schalke";0;1;0;0
"BL";2011;2012;2011-10-23;10;"Sunday";"Hannover";"Bayern";2;1;1;0
"BL";2011;2012;2011-10-28;11;"Friday";"Freiburg";"Leverkusen";0;1;0;1
"BL";2011;2012;2011-10-29;11;"Saturday";"Bayern";"Nuernberg";4;0;3;0
"BL";2011;2012;2011-10-29;11;"Saturday";"Schalke";"Hoffenheim";3;1;1;0
"BL";2011;2012;2011-10-29;11;"Saturday";"Wolfsburg";"Hertha";2;3;1;2
"BL";2011;2012;2011-10-29;11;"Saturday";"Gladbach";"Hannover";2;1;1;1
"BL";2011;2012;2011-10-29;11;"Saturday";"Stuttgart";"Dortmund";1;1;1;1
"BL";2011;2012;2011-10-29;11;"Saturday";"Mainz";"Bremen";1;3;1;1
"BL";2011;2012;2011-10-30;11;"Sunday";"Koeln";"Augsburg";3;0;2;0
"BL";2011;2012;2011-10-30;11;"Sunday";"HSV";"K'lautern";1;1;0;1
"BL";2011;2012;2011-11-04;12;"Friday";"Mainz";"Stuttgart";3;1;0;0
"BL";2011;2012;2011-11-05;12;"Saturday";"Dortmund";"Wolfsburg";5;1;2;0
"BL";2011;2012;2011-11-05;12;"Saturday";"Bremen";"Koeln";3;2;0;2
"BL";2011;2012;2011-11-05;12;"Saturday";"Nuernberg";"Freiburg";1;2;1;1
"BL";2011;2012;2011-11-05;12;"Saturday";"Hoffenheim";"K'lautern";1;1;1;0
"BL";2011;2012;2011-11-05;12;"Saturday";"Hertha";"Gladbach";1;2;1;1
"BL";2011;2012;2011-11-05;12;"Saturday";"Leverkusen";"HSV";2;2;2;1
"BL";2011;2012;2011-11-06;12;"Sunday";"Hannover";"Schalke";2;2;1;1
"BL";2011;2012;2011-11-06;12;"Sunday";"Augsburg";"Bayern";1;2;0;2
"BL";2011;2012;2011-11-18;13;"Friday";"K'lautern";"Leverkusen";0;2;0;0
"BL";2011;2012;2011-11-19;13;"Saturday";"Schalke";"Nuernberg";4;0;2;0
"BL";2011;2012;2011-11-19;13;"Saturday";"Freiburg";"Hertha";2;2;0;2
"BL";2011;2012;2011-11-19;13;"Saturday";"Wolfsburg";"Hannover";4;1;2;1
"BL";2011;2012;2011-11-19;13;"Saturday";"Gladbach";"Bremen";5;0;3;0
"BL";2011;2012;2011-11-19;13;"Saturday";"Bayern";"Dortmund";0;1;0;0
"BL";2011;2012;2011-11-20;13;"Sunday";"Stuttgart";"Augsburg";2;1;1;0
"BL";2011;2012;2011-11-20;13;"Sunday";"HSV";"Hoffenheim";2;0;1;0
"BL";2011;2012;2011-12-13;13;"Tuesday";"Koeln";"Mainz";1;1;0;0
"BL";2011;2012;2011-11-25;14;"Friday";"Koeln";"Gladbach";0;3;0;2
"BL";2011;2012;2011-11-26;14;"Saturday";"Dortmund";"Schalke";2;0;1;0
"BL";2011;2012;2011-11-26;14;"Saturday";"Nuernberg";"K'lautern";1;0;1;0
"BL";2011;2012;2011-11-26;14;"Saturday";"Hoffenheim";"Freiburg";1;1;1;0
"BL";2011;2012;2011-11-26;14;"Saturday";"Augsburg";"Wolfsburg";2;0;0;0
"BL";2011;2012;2011-11-26;14;"Saturday";"Hertha";"Leverkusen";3;3;2;1
"BL";2011;2012;2011-11-26;14;"Saturday";"Hannover";"HSV";1;1;0;0
"BL";2011;2012;2011-11-27;14;"Sunday";"Bremen";"Stuttgart";2;0;0;0
"BL";2011;2012;2011-11-27;14;"Sunday";"Mainz";"Bayern";3;2;1;0
"BL";2011;2012;2011-12-02;15;"Friday";"Leverkusen";"Hoffenheim";2;0;1;0
"BL";2011;2012;2011-12-03;15;"Saturday";"Bayern";"Bremen";4;1;1;0
"BL";2011;2012;2011-12-03;15;"Saturday";"Freiburg";"Hannover";1;1;0;1
"BL";2011;2012;2011-12-03;15;"Saturday";"K'lautern";"Hertha";1;1;1;1
"BL";2011;2012;2011-12-03;15;"Saturday";"Wolfsburg";"Mainz";2;2;2;0
"BL";2011;2012;2011-12-03;15;"Saturday";"Gladbach";"Dortmund";1;1;0;1
"BL";2011;2012;2011-12-03;15;"Saturday";"Stuttgart";"Koeln";2;2;2;1
"BL";2011;2012;2011-12-04;15;"Sunday";"HSV";"Nuernberg";2;0;1;0
"BL";2011;2012;2011-12-04;15;"Sunday";"Schalke";"Augsburg";3;1;1;0
"BL";2011;2012;2011-12-09;16;"Friday";"Hertha";"Schalke";1;2;1;2
"BL";2011;2012;2011-12-10;16;"Saturday";"Bremen";"Wolfsburg";4;1;2;0
"BL";2011;2012;2011-12-10;16;"Saturday";"Mainz";"HSV";0;0;0;0
"BL";2011;2012;2011-12-10;16;"Saturday";"Nuernberg";"Hoffenheim";0;2;0;1
"BL";2011;2012;2011-12-10;16;"Saturday";"Koeln";"Freiburg";4;0;1;0
"BL";2011;2012;2011-12-10;16;"Saturday";"Augsburg";"Gladbach";1;0;0;0
"BL";2011;2012;2011-12-10;16;"Saturday";"Hannover";"Leverkusen";0;0;0;0
"BL";2011;2012;2011-12-11;16;"Sunday";"Dortmund";"K'lautern";1;1;1;0
"BL";2011;2012;2011-12-11;16;"Sunday";"Stuttgart";"Bayern";1;2;1;1
"BL";2011;2012;2011-12-16;17;"Friday";"Bayern";"Koeln";3;0;0;0
"BL";2011;2012;2011-12-17;17;"Saturday";"Leverkusen";"Nuernberg";0;3;0;2
"BL";2011;2012;2011-12-17;17;"Saturday";"HSV";"Augsburg";1;1;0;0
"BL";2011;2012;2011-12-17;17;"Saturday";"Freiburg";"Dortmund";1;4;1;2
"BL";2011;2012;2011-12-17;17;"Saturday";"Hoffenheim";"Hertha";1;1;1;0
"BL";2011;2012;2011-12-17;17;"Saturday";"Wolfsburg";"Stuttgart";1;0;0;0
"BL";2011;2012;2011-12-17;17;"Saturday";"Schalke";"Bremen";5;0;2;0
"BL";2011;2012;2011-12-18;17;"Sunday";"K'lautern";"Hannover";1;1;0;1
"BL";2011;2012;2011-12-18;17;"Sunday";"Gladbach";"Mainz";1;0;1;0
"BL";2011;2012;2012-01-20;18;"Friday";"Gladbach";"Bayern";3;1;2;0
"BL";2011;2012;2012-01-21;18;"Saturday";"Schalke";"Stuttgart";3;1;1;0
"BL";2011;2012;2012-01-21;18;"Saturday";"Nuernberg";"Hertha";2;0;1;0
"BL";2011;2012;2012-01-21;18;"Saturday";"Freiburg";"Augsburg";1;0;0;0
"BL";2011;2012;2012-01-21;18;"Saturday";"Hoffenheim";"Hannover";0;0;0;0
"BL";2011;2012;2012-01-21;18;"Saturday";"Wolfsburg";"Koeln";1;0;0;0
"BL";2011;2012;2012-01-21;18;"Saturday";"K'lautern";"Bremen";0;0;0;0
"BL";2011;2012;2012-01-22;18;"Sunday";"HSV";"Dortmund";1;5;0;2
"BL";2011;2012;2012-01-22;18;"Sunday";"Leverkusen";"Mainz";3;2;2;0
"BL";2011;2012;2012-01-27;19;"Friday";"Hannover";"Nuernberg";1;0;1;0
"BL";2011;2012;2012-01-28;19;"Saturday";"Bremen";"Leverkusen";1;1;1;0
"BL";2011;2012;2012-01-28;19;"Saturday";"Hertha";"HSV";1;2;0;2
"BL";2011;2012;2012-01-28;19;"Saturday";"Augsburg";"K'lautern";2;2;1;1
"BL";2011;2012;2012-01-28;19;"Saturday";"Dortmund";"Hoffenheim";3;1;2;0
"BL";2011;2012;2012-01-28;19;"Saturday";"Bayern";"Wolfsburg";2;0;0;0
"BL";2011;2012;2012-01-28;19;"Saturday";"Koeln";"Schalke";1;4;1;0
"BL";2011;2012;2012-01-29;19;"Sunday";"Mainz";"Freiburg";3;1;3;0
"BL";2011;2012;2012-01-29;19;"Sunday";"Stuttgart";"Gladbach";0;3;0;1
"BL";2011;2012;2012-02-03;20;"Friday";"Nuernberg";"Dortmund";0;2;0;0
"BL";2011;2012;2012-02-04;20;"Saturday";"Hertha";"Hannover";0;1;0;0
"BL";2011;2012;2012-02-04;20;"Saturday";"Schalke";"Mainz";1;1;0;1
"BL";2011;2012;2012-02-04;20;"Saturday";"Leverkusen";"Stuttgart";2;2;1;1
"BL";2011;2012;2012-02-04;20;"Saturday";"Wolfsburg";"Gladbach";0;0;0;0
"BL";2011;2012;2012-02-04;20;"Saturday";"Hoffenheim";"Augsburg";2;2;1;1
"BL";2011;2012;2012-02-04;20;"Saturday";"HSV";"Bayern";1;1;1;0
"BL";2011;2012;2012-02-05;20;"Sunday";"Freiburg";"Bremen";2;2;1;1
"BL";2011;2012;2012-02-05;20;"Sunday";"K'lautern";"Koeln";0;1;0;0
"BL";2011;2012;2012-02-10;21;"Friday";"Wolfsburg";"Freiburg";3;2;2;2
"BL";2011;2012;2012-02-11;21;"Saturday";"Dortmund";"Leverkusen";1;0;1;0
"BL";2011;2012;2012-02-11;21;"Saturday";"Mainz";"Hannover";1;1;1;0
"BL";2011;2012;2012-02-11;21;"Saturday";"Bayern";"K'lautern";2;0;2;0
"BL";2011;2012;2012-02-11;21;"Saturday";"Bremen";"Hoffenheim";1;1;0;1
"BL";2011;2012;2012-02-11;21;"Saturday";"Stuttgart";"Hertha";5;0;4;0
"BL";2011;2012;2012-02-11;21;"Saturday";"Gladbach";"Schalke";3;0;3;0
"BL";2011;2012;2012-02-12;21;"Sunday";"Augsburg";"Nuernberg";0;0;0;0
"BL";2011;2012;2012-02-12;21;"Sunday";"Koeln";"HSV";0;1;0;0
"BL";2011;2012;2012-02-17;22;"Friday";"Hoffenheim";"Mainz";1;1;1;1
"BL";2011;2012;2012-02-18;22;"Saturday";"Hertha";"Dortmund";0;1;0;0
"BL";2011;2012;2012-02-18;22;"Saturday";"HSV";"Bremen";1;3;0;2
"BL";2011;2012;2012-02-18;22;"Saturday";"Nuernberg";"Koeln";2;1;1;0
"BL";2011;2012;2012-02-18;22;"Saturday";"K'lautern";"Gladbach";1;2;0;2
"BL";2011;2012;2012-02-18;22;"Saturday";"Leverkusen";"Augsburg";4;1;1;0
"BL";2011;2012;2012-02-18;22;"Saturday";"Freiburg";"Bayern";0;0;0;0
"BL";2011;2012;2012-02-19;22;"Sunday";"Schalke";"Wolfsburg";4;0;2;0
"BL";2011;2012;2012-02-19;22;"Sunday";"Hannover";"Stuttgart";4;2;2;0
"BL";2011;2012;2012-02-24;23;"Friday";"Gladbach";"HSV";1;1;1;0
"BL";2011;2012;2012-02-25;23;"Saturday";"Koeln";"Leverkusen";0;2;0;1
"BL";2011;2012;2012-02-25;23;"Saturday";"Stuttgart";"Freiburg";4;1;2;1
"BL";2011;2012;2012-02-25;23;"Saturday";"Mainz";"K'lautern";4;0;3;0
"BL";2011;2012;2012-02-25;23;"Saturday";"Wolfsburg";"Hoffenheim";1;2;0;1
"BL";2011;2012;2012-02-25;23;"Saturday";"Augsburg";"Hertha";3;0;0;0
"BL";2011;2012;2012-02-25;23;"Saturday";"Bremen";"Nuernberg";0;1;0;0
"BL";2011;2012;2012-02-26;23;"Sunday";"Bayern";"Schalke";2;0;1;0
"BL";2011;2012;2012-02-26;23;"Sunday";"Dortmund";"Hannover";3;1;1;0
"BL";2011;2012;2012-03-03;24;"Saturday";"Leverkusen";"Bayern";2;0;0;0
"BL";2011;2012;2012-03-03;24;"Saturday";"Freiburg";"Schalke";2;1;1;0
"BL";2011;2012;2012-03-03;24;"Saturday";"Hertha";"Bremen";1;0;0;0
"BL";2011;2012;2012-03-03;24;"Saturday";"HSV";"Stuttgart";0;4;0;2
"BL";2011;2012;2012-03-03;24;"Saturday";"K'lautern";"Wolfsburg";0;0;0;0
"BL";2011;2012;2012-03-03;24;"Saturday";"Hannover";"Augsburg";2;2;1;1
"BL";2011;2012;2012-03-03;24;"Saturday";"Dortmund";"Mainz";2;1;1;0
"BL";2011;2012;2012-03-04;24;"Sunday";"Nuernberg";"Gladbach";1;0;0;0
"BL";2011;2012;2012-03-04;24;"Sunday";"Hoffenheim";"Koeln";1;1;1;0
"BL";2011;2012;2012-03-09;25;"Friday";"Stuttgart";"K'lautern";0;0;0;0
"BL";2011;2012;2012-03-10;25;"Saturday";"Wolfsburg";"Leverkusen";3;2;2;1
"BL";2011;2012;2012-03-10;25;"Saturday";"Mainz";"Nuernberg";2;1;2;0
"BL";2011;2012;2012-03-10;25;"Saturday";"Gladbach";"Freiburg";0;0;0;0
"BL";2011;2012;2012-03-10;25;"Saturday";"Bayern";"Hoffenheim";7;1;5;0
"BL";2011;2012;2012-03-10;25;"Saturday";"Koeln";"Hertha";1;0;1;0
"BL";2011;2012;2012-03-10;25;"Saturday";"Augsburg";"Dortmund";0;0;0;0
"BL";2011;2012;2012-03-11;25;"Sunday";"Bremen";"Hannover";3;0;1;0
"BL";2011;2012;2012-03-11;25;"Sunday";"Schalke";"HSV";3;1;3;1
"BL";2011;2012;2012-03-16;26;"Friday";"Hoffenheim";"Stuttgart";1;2;0;2
"BL";2011;2012;2012-03-17;26;"Saturday";"Dortmund";"Bremen";1;0;1;0
"BL";2011;2012;2012-03-17;26;"Saturday";"Augsburg";"Mainz";2;1;1;1
"BL";2011;2012;2012-03-17;26;"Saturday";"HSV";"Freiburg";1;3;0;2
"BL";2011;2012;2012-03-17;26;"Saturday";"Nuernberg";"Wolfsburg";1;3;1;2
"BL";2011;2012;2012-03-17;26;"Saturday";"Leverkusen";"Gladbach";1;2;0;1
"BL";2011;2012;2012-03-17;26;"Saturday";"Hertha";"Bayern";0;6;0;3
"BL";2011;2012;2012-03-18;26;"Sunday";"K'lautern";"Schalke";1;4;1;2
"BL";2011;2012;2012-03-18;26;"Sunday";"Hannover";"Koeln";4;1;1;1
"BL";2011;2012;2012-03-23;27;"Friday";"Wolfsburg";"HSV";2;1;0;0
"BL";2011;2012;2012-03-24;27;"Saturday";"Bayern";"Hannover";2;1;1;0
"BL";2011;2012;2012-03-24;27;"Saturday";"Freiburg";"K'lautern";2;0;2;0
"BL";2011;2012;2012-03-24;27;"Saturday";"Gladbach";"Hoffenheim";1;2;1;0
"BL";2011;2012;2012-03-24;27;"Saturday";"Bremen";"Augsburg";1;1;0;0
"BL";2011;2012;2012-03-24;27;"Saturday";"Mainz";"Hertha";1;3;0;1
"BL";2011;2012;2012-03-24;27;"Saturday";"Schalke";"Leverkusen";2;0;1;0
"BL";2011;2012;2012-03-25;27;"Sunday";"Stuttgart";"Nuernberg";1;0;0;0
"BL";2011;2012;2012-03-25;27;"Sunday";"Koeln";"Dortmund";1;6;1;1
"BL";2011;2012;2012-03-30;28;"Friday";"Dortmund";"Stuttgart";4;4;1;0
"BL";2011;2012;2012-03-31;28;"Saturday";"Nuernberg";"Bayern";0;1;0;0
"BL";2011;2012;2012-03-31;28;"Saturday";"K'lautern";"HSV";0;1;0;1
"BL";2011;2012;2012-03-31;28;"Saturday";"Bremen";"Mainz";0;3;0;1
"BL";2011;2012;2012-03-31;28;"Saturday";"Leverkusen";"Freiburg";0;2;0;1
"BL";2011;2012;2012-03-31;28;"Saturday";"Augsburg";"Koeln";2;1;2;1
"BL";2011;2012;2012-03-31;28;"Saturday";"Hertha";"Wolfsburg";1;4;1;2
"BL";2011;2012;2012-04-01;28;"Sunday";"Hannover";"Gladbach";2;1;0;0
"BL";2011;2012;2012-04-01;28;"Sunday";"Hoffenheim";"Schalke";1;1;1;0
"BL";2011;2012;2012-04-07;29;"Saturday";"Wolfsburg";"Dortmund";1;3;0;1
"BL";2011;2012;2012-04-07;29;"Saturday";"Koeln";"Bremen";1;1;1;1
"BL";2011;2012;2012-04-07;29;"Saturday";"Stuttgart";"Mainz";4;1;1;1
"BL";2011;2012;2012-04-07;29;"Saturday";"Freiburg";"Nuernberg";2;2;0;2
"BL";2011;2012;2012-04-07;29;"Saturday";"K'lautern";"Hoffenheim";1;2;0;1
"BL";2011;2012;2012-04-07;29;"Saturday";"Bayern";"Augsburg";2;1;1;1
"BL";2011;2012;2012-04-07;29;"Saturday";"Gladbach";"Hertha";0;0;0;0
"BL";2011;2012;2012-04-08;29;"Sunday";"Schalke";"Hannover";3;0;1;0
"BL";2011;2012;2012-04-08;29;"Sunday";"HSV";"Leverkusen";1;1;1;0
"BL";2011;2012;2012-04-10;30;"Tuesday";"Hertha";"Freiburg";1;2;0;1
"BL";2011;2012;2012-04-10;30;"Tuesday";"Augsburg";"Stuttgart";1;3;1;2
"BL";2011;2012;2012-04-10;30;"Tuesday";"Mainz";"Koeln";4;0;3;0
"BL";2011;2012;2012-04-10;30;"Tuesday";"Bremen";"Gladbach";2;2;1;0
"BL";2011;2012;2012-04-11;30;"Wednesday";"Dortmund";"Bayern";1;0;0;0
"BL";2011;2012;2012-04-11;30;"Wednesday";"Nuernberg";"Schalke";4;1;3;0
"BL";2011;2012;2012-04-11;30;"Wednesday";"Hoffenheim";"HSV";4;0;2;0
"BL";2011;2012;2012-04-11;30;"Wednesday";"Leverkusen";"K'lautern";3;1;1;1
"BL";2011;2012;2012-04-11;30;"Wednesday";"Hannover";"Wolfsburg";2;0;1;0
"BL";2011;2012;2012-04-13;31;"Friday";"Stuttgart";"Bremen";4;1;2;1
"BL";2011;2012;2012-04-14;31;"Saturday";"Schalke";"Dortmund";1;2;1;1
"BL";2011;2012;2012-04-14;31;"Saturday";"HSV";"Hannover";1;0;1;0
"BL";2011;2012;2012-04-14;31;"Saturday";"K'lautern";"Nuernberg";0;2;0;1
"BL";2011;2012;2012-04-14;31;"Saturday";"Wolfsburg";"Augsburg";1;2;1;1
"BL";2011;2012;2012-04-14;31;"Saturday";"Leverkusen";"Hertha";3;3;1;0
"BL";2011;2012;2012-04-14;31;"Saturday";"Bayern";"Mainz";0;0;0;0
"BL";2011;2012;2012-04-15;31;"Sunday";"Gladbach";"Koeln";3;0;1;0
"BL";2011;2012;2012-04-15;31;"Sunday";"Freiburg";"Hoffenheim";0;0;0;0
"BL";2011;2012;2012-04-20;32;"Friday";"Mainz";"Wolfsburg";0;0;0;0
"BL";2011;2012;2012-04-21;32;"Saturday";"Hoffenheim";"Leverkusen";0;1;0;0
"BL";2011;2012;2012-04-21;32;"Saturday";"Bremen";"Bayern";1;2;0;0
"BL";2011;2012;2012-04-21;32;"Saturday";"Nuernberg";"HSV";1;1;0;0
"BL";2011;2012;2012-04-21;32;"Saturday";"Hertha";"K'lautern";1;2;0;2
"BL";2011;2012;2012-04-21;32;"Saturday";"Koeln";"Stuttgart";1;1;0;0
"BL";2011;2012;2012-04-21;32;"Saturday";"Dortmund";"Gladbach";2;0;1;0
